"Id"	"Ethnicity"	"Gender"	"Age"	"Occupation"	"Education"	"L1"	"File"	"Speaker"	"Words"	"Words"	"Date"	"Topic"	"ExtractMinutes"	"Minutes"	"Type"
143	"PAKEHA"	"Woman"	"20-24"	"STUDENT/TCHING FELLOW"	"BA (LATER BA HONS)"	"ENGLISH"	"DPC206"	"SA"	200	2194	"29/7/91 "	"FLATMATES TALKING"	30	13	"Conversation"
144	"PAKEHA"	"Man"	"75-79"	"RETIRED"	"MSC"	"ENGLISH"	"DPC063"	"MR"	1341	2754	"12/9/92 "	"GRANDPARENTS & GRANDDAUGHTER"	42	18	"Conversation"
144	"PAKEHA"	"Man"	"75-79"	"RETIRED"	"MSC"	"ENGLISH"	"DPC161"	"WW"	10	2057	"8/2/93 "	"AFTER LUNCH CONV. WORD ORIGINS"	20	10	"Conversation"
145	"PAKEHA"	"Woman"	"70-74"	"RETIRED"	"PROFICIENCY"	"ENGLISH"	"DPC063"	"FN"	1413	2754	"12/9/92 "	"GRANDPARENTS & GRANDDAUGHTER"	42	18	"Conversation"
145	"PAKEHA"	"Woman"	"70-74"	"RETIRED"	"PROFICIENCY"	"ENGLISH"	"DPC161"	"GD"	206	2057	"8/2/93 "	"AFTER LUNCH CONV. WORD ORIGINS"	20	10	"Conversation"
146	"PAKEHA"	"Woman"	"30-34"	"PSYCHOLOGIST"	"MA HONS DIP CLINICAL PSYCH"	"ENGLISH"	"DPC066"	"CH"	1009	2346	"11/12/91 "	"DINNER CONVERSATION"	30	13	"Conversation"
147	"PAKEHA"	"Woman"	"30-34"	"ADMINISTRATION OFFICER"	"M SOC SCI"	"ENGLISH"	"DPC066"	"DN"	800	2346	"11/12/91 "	"DINNER CONVERSATION"	30	13	"Conversation"
148	"PAKEHA"	"Woman"	"30-34"	"CLERICAL WORK"	"HSC"	"ENGLISH"	"DPC066"	"BT"	414	2346	"11/12/91 "	"DINNER CONVERSATION"	30	13	"Conversation"
149	"PAKEHA"	"Woman"	"30-34"	"POLICY ANALYST"	"BSC"	"ENGLISH"	"DPC066"	"AL"	123	2346	"11/12/91 "	"DINNER CONVERSATION"	30	13	"Conversation"
152	"PAKEHA"	"Woman"	"45-49"	"LIBRARIAN"	"LIB DIP"	"ENGLISH"	"DPC067"	"BU"	541	2030	"25/7/91 "	"CONVERSATION BETWEEN WORKMATES"	13	8	"Conversation"
153	"PAKEHA"	"Woman"	"50-54"	"LIBRARIAN"	"TTC"	"ENGLISH"	"DPC067"	"AN"	1489	2030	"25/7/91 "	"CONVERSATION BETWEEN WORKMATES"	13	8	"Conversation"
154	"PAKEHA"	"Woman"	"20-24"	"LIBRARY ASSISTANT"	"BA"	"ENGLISH"	"DPC070"	"CR"	1096	2012	"29/7/91 "	"FLATMATES - CONVERSATION"	30	11	"Conversation"
154	"PAKEHA"	"Woman"	"20-24"	"LIBRARY ASSISTANT"	"BA"	"ENGLISH"	"DPC206"	"CR"	1318	2194	"29/7/91 "	"FLATMATES TALKING"	30	13	"Conversation"
155	"PAKEHA"	"Woman"	"20-24"	""	"UE"	"ENGLISH"	"DPC070"	"JM"	828	2012	"29/7/91 "	"FLATMATES - CONVERSATION"	30	11	"Conversation"
155	"PAKEHA"	"Woman"	"20-24"	""	"UE"	"ENGLISH"	"DPC206"	"JM"	676	2194	"29/7/91 "	"FLATMATES TALKING"	30	13	"Conversation"
156	"PAKEHA"	"Woman"	"20-24"	"RESEARCH ASSISTANT/STUDENT"	"BA"	"ENGLISH"	"DPC069"	"AG"	523	2248	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	10	"Conversation"
156	"PAKEHA"	"Woman"	"20-24"	"RESEARCH ASSISTANT/STUDENT"	"BA"	"ENGLISH"	"DPC073"	"AM"	256	2004	"3/3/92 "	""	30	13	"Conversation"
156	"PAKEHA"	"Woman"	"20-24"	"RESEARCH ASSISTANT/STUDENT"	"BA"	"ENGLISH"	"DPC068"	"AG"	536	2037	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	11	"Conversation"
156	"PAKEHA"	"Woman"	"20-24"	"RESEARCH ASSISTANT/STUDENT"	"BA"	"ENGLISH"	"DPC130"	"AM"	162	2057	"3/3/92 "	"CONVERSATION"	30	20	"Conversation"
157	"PAKEHA"	"Woman"	"45-49"	"SELF EMPLOYED"	"BA"	"ENGLISH"	"DPC071"	"AY"	1613	2036	"25/7/91 "	"LANGUAGE LEARNING / HYPERCARD"	20	13	"Conversation"
158	"PAKEHA"	"Woman"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC071"	"BE"	388	2036	"25/7/91 "	"LANGUAGE LEARNING / HYPERCARD"	20	13	"Conversation"
159	"PAKEHA"	"Man"	"20-24"	"STUDENT"	"FINAL YR ENGLISH STUDENT"	"ENGLISH"	"DPC158"	"LK"	223	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
159	"PAKEHA"	"Man"	"20-24"	"STUDENT"	"FINAL YR ENGLISH STUDENT"	"ENGLISH"	"DPC159"	"LU"	764	2198	"5/2/93 "	"2PM COLLEAGUES DISCUSS PROJECT"	19	11	"Conversation"
160	"PAKEHA"	"Woman"	"20-24"	"ENGINEERING STUDENT"	""	"ENGLISH"	"DPC158"	"SN"	469	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
160	"PAKEHA"	"Woman"	"20-24"	"ENGINEERING STUDENT"	""	"ENGLISH"	"DPC077"	"SH"	575	2894	"11/5/92 "	"HOW TO HEAT APPLEJUICE"	40	15	"Conversation"
161	"PAKEHA"	"Man"	"25-29"	""	"BA"	"ENGLISH"	"DPC073"	"JG"	645	2004	"3/3/92 "	""	30	13	"Conversation"
162	"BRITISH"	"Man"	"20-24"	""	"BA HONS"	"ENGLISH"	"DPC069"	"II"	480	2248	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	10	"Conversation"
162	"BRITISH"	"Man"	"20-24"	""	"BA HONS"	"ENGLISH"	"DPC068"	"II"	434	2037	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	11	"Conversation"
163	"PAKEHA"	"Man"	"16-19"	"CLERK/UNI STUDENT"	""	"ENGLISH"	"DPC069"	"FR"	503	2248	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	10	"Conversation"
163	"PAKEHA"	"Man"	"16-19"	"CLERK/UNI STUDENT"	""	"ENGLISH"	"DPC068"	"FR"	445	2037	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	11	"Conversation"
164	"PAKEHA"	"Woman"	"20-24"	"RETAIL/STUDENT"	""	"ENGLISH"	"DPC069"	"VV"	613	2248	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	10	"Conversation"
164	"PAKEHA"	"Woman"	"20-24"	"RETAIL/STUDENT"	""	"ENGLISH"	"DPC068"	"VV"	240	2037	"13/1/92 "	"EVENING INFORMAL CONVERSATION"	30	11	"Conversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPF001"	"CB"	887	1964	"20/5/92 "	"TELEPHONE ART COURSE"	25	9	"TelephoneConversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPF002"	"AC"	286	2088	"1/6/92 "	"TELEPHONE HOME SCHOOLING"	30	11	"TelephoneConversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPF003"	"BK"	912	2022	"6/6/92 "	"TELEPHONE CHILDREN BURGLARIES"	16	10	"TelephoneConversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPC115"	"AT"	1404	2057	"7/3/92 "	"CONVERSATION"	30	14	"Conversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPC112"	"CG"	147	2014	"11/9/92 "	"GENERAL CONVERSATION"	36	18	"Conversation"
165	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPC316"	"FY"	86	3455	"26/5/94 "	"FRIENDS TALKING"	60	29	"Conversation"
166	"MAORI"	"Woman"	"55-59"	"LECTURER"	"HIGHER DIP TEACH, BA"	"ENGLISH"	"DPC115"	"BR"	653	2057	"7/3/92 "	"CONVERSATION"	30	14	"Conversation"
167	"MAORI"	"Man"	"50-54"	"TEACHER"	"TTC/TOHU MAAORI"	"MAORI"	"DPC112"	"AE"	832	2014	"11/9/92 "	"GENERAL CONVERSATION"	36	18	"Conversation"
167	"MAORI"	"Man"	"50-54"	"TEACHER"	"TTC/TOHU MAAORI"	"MAORI"	"DPC316"	"NS"	2321	3455	"26/5/94 "	"FRIENDS TALKING"	60	29	"Conversation"
171	"PAKEHA"	"Woman"	"20-24"	"P/T SHOP ASSISTANT/POLYTECH STUDENT"	""	"ENGLISH"	"DPC057"	"VC"	225	2024	"5/9/91 "	"G'PARENTS AND G'CHILDREN TALK"	14	14	"Conversation"
177	"PAKEHA"	"Woman"	"25-29"	"EMPLOYEE RELATIONS ADVISOR"	"BA"	"ENGLISH"	"DPC074"	"LE"	833	2215	"1/11/91 "	"POOL, SMALLBORE RIFLE SHOOTING"	60	22	"Conversation"
178	"PAKEHA"	"Man"	"20-24"	"LAWYER"	"LLB BCA"	"ENGLISH"	"DPC074"	"AD"	1382	2215	"1/11/91 "	"POOL, SMALLBORE RIFLE SHOOTING"	60	22	"Conversation"
183	"MAORI"	"Man"	"55-59"	"PROFESSOR"	"PHD"	"ENGLISH"	"MUL001"	"WW"	1842	1842	"1/10/90 "	"TREATY ISSUES IN THE LAW"	20	17	"Lecture"
183	"MAORI"	"Man"	"55-59"	"PROFESSOR"	"PHD"	"ENGLISH"	"DGI055"	"WW"	1520	2318	"25/6/91 "	"INTERVIEW ABOUT MAORI T.V."	15	15	"BroadcastInterview"
184	"PAKEHA"	"Man"	"40-44"	"LECTURER"	"POSTGRAD DEGREE"	"ENGLISH"	"MUL002"	"BM"	2044	2044	"10/9/90 "	"HONE TUWHARE'S POETRY"	45	12	"Lecture"
185	"MAORI"	"Woman"	"30-34"	"LECTURER EDUCUCATION & RACE REL"	"M ED"	"ENGLISH"	"MUL003"	"KI"	2249	2249	"13/3/91 "	"THEORY OF MAORI WOMENS STUDIES"	48	17	"Lecture"
188	"PAKEHA"	"Woman"	"40-44"	"LECTURER"	"LLB HONS BCA HONS"	"ENGLISH"	"MUL005"	"YR"	2082	2082	"2/10/90 "	"PARTNERSHIP COM.LAW"	50	20	"Lecture"
189	"PAKEHA"	"Man"	"35-39"	"LECTURER"	"MA/LLM"	"ENGLISH"	"MUL006"	"RB"	2216	2216	"10/8/90 "	"MAORI LAND LAW"	47	28	"Lecture"
190	"PAKEHA"	"Man"	"35-39"	"LECTURER"	"MSC"	"ENGLISH"	"MUL007"	"SB"	2116	2116	"10/8/90 "	"COMPUTER SCIENCE"	30	18	"Lecture"
191	"PAKEHA"	"Man"	"55-59"	"SENIOR LECTURER"	"MA HONS"	"ENGLISH"	"MUL008"	"MK"	2144	2144	"1/8/91 "	"JUDICIAL REVIEW"	45	15	"Lecture"
193	"PAKEHA"	"Man"	"55-59"	"DEPUTY SCHOOL PRINCIPAL"	"HIGHER DIP TCHG"	"ENGLISH"	"DPC309"	"MH"	913	2293	"8/2/94 "	"2 COLLEAGUES TALK AT WORK"	20	9	"Conversation"
194	"PAKEHA"	"Woman"	"30-34"	"CONSULTANT SCIENTIST"	"PHD"	"ENGLISH"	"MUL011"	"AC"	2282	2282	"20/9/90 "	"TUATARA BREEDING"	60	15	"Lecture"
196	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"M MUS"	"ENGLISH"	"MUL013"	"RR"	2322	2322	"17/9/90 "	"ACOUSTICS:CONCERT HALL"	50	17	"Lecture"
196	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"M MUS"	"ENGLISH"	"DPC310"	"HC"	1004	2269	"9/2/94 "	"2 COLLEAGUES TALK AT WORK"	30	12	"Conversation"
198	"PAKEHA"	"Man"	"45-49"	"LAW PROFESSOR"	"DOCTOR OF LAW"	"ENGLISH"	"MUL017"	"GP"	2155	2155	"27/9/91 "	"RESOURCE MANAGEMENT REFORM"	120	16	"Lecture"
198	"PAKEHA"	"Man"	"45-49"	"LAW PROFESSOR"	"DOCTOR OF LAW"	"ENGLISH"	"DGU001"	"GP"	116	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
199	"PAKEHA"	"Man"	"40-44"	"RESEARCH MANAGER"	"MA HONS"	"ENGLISH"	"MUL024"	"RH"	2334	2334	"14/8/90 "	"THE COLONIAL FRONTIER"	50	18	"Lecture"
203	"PAKEHA"	"Woman"	"35-39"	"HIGH SCHOOL TEACHER"	"MA HONS"	"ENGLISH"	"MUS001"	"FG"	2072	2072	"30/10/91 "	"7TH FORM ENGLISH"	25	25	"TeacherMonologue"
204	"PAKEHA"	"Man"	"45-49"	"RADIO ANNOUNCER/NEWSREADER"	"TRADE CERT"	"ENGLISH"	"MSN096"	"RT"	725	814	"8/8/91 "	"NATIONAL RADIO NEWS BULLETIN"	5	5	"BroadcastNews"
204	"PAKEHA"	"Man"	"45-49"	"RADIO ANNOUNCER/NEWSREADER"	"TRADE CERT"	"ENGLISH"	"MSN061"	"RT"	738	901	"4/5/91 "	"NATIONAL RADIO NEWS"	5	5	"BroadcastNews"
206	"PAKEHA"	"Man"	"50-54"	"RADIO NEWSREADER"	"CRT (RADIO TECH)"	"ENGLISH"	"MSN094"	"LS"	901	929	"8/6/91 "	"9 AM NEWS"	5	5	"BroadcastNews"
211	"PAKEHA"	"Man"	"40-44"	"SPORTSGOODS SALES MANAGER"	"SFC"	"ENGLISH"	"MUC005"	"AM"	1767	2851	"10/6/91 "	"RUGBY LEAGUE TEST"	30	14	"SportsCommentary"
212	"PAKEHA"	"Man"	"40-44"	"TELEVISION JOURNALIST"	"BA"	"ENGLISH"	"MSN186"	"BT"	421	1083	"18/8/91 "	"SPORTS NEWS"	31	3	"BroadcastNews"
212	"PAKEHA"	"Man"	"40-44"	"TELEVISION JOURNALIST"	"BA"	"ENGLISH"	"MUC024"	"BT"	1848	3126	"7/12/91 "	"WOMENS TOUCH FOOTBALL FINAL"	37	16	"SportsCommentary"
213	"PAKEHA"	"Man"	"40-44"	"SPORTS BROADCASTER"	"ENGLISH SC"	"ENGLISH"	"MUC002"	"JM"	2149	3147	"9/9/91 "	"RUGBY-KIRWAN/SMITH ET AL"	35	16	"SportsCommentary"
214	"PAKEHA"	"Man"	"35-39"	"RADIO/TV PRESENTER"	"BA DIP TCHG"	"ENGLISH"	"MUC020"	"JC"	207	2528	"5/1/93 "	"CRICKET TEST-NZ VS PAKISTAN"	30	17	"SportsCommentary"
216	"PAKEHA"	"Man"	"65-69"	""	"MATRICULATION"	"ENGLISH"	"MUC008"	"AR"	1762	2313	"5/12/91 "	"CRICKET TEST NZ v INDIA"	60	13	"SportsCommentary"
219	"PAKEHA"	"Man"	"40-44"	"BROADCASTER"	"SC"	"ENGLISH"	"MSN126"	"BW"	562	562	"10/8/91 "	"SPORTS NEWS"	5	3	"BroadcastNews"
219	"PAKEHA"	"Man"	"40-44"	"BROADCASTER"	"SC"	"ENGLISH"	"MUC020"	"BW"	879	2528	"5/1/93 "	"CRICKET TEST-NZ VS PAKISTAN"	30	17	"SportsCommentary"
220	"PAKEHA"	"Man"	"35-39"	"EXECUTIVE DIRECTOR WSF"	"SFC"	"ENGLISH"	"MUC008"	"JP"	551	2313	"5/12/91 "	"CRICKET TEST NZ v INDIA"	60	13	"SportsCommentary"
227	"PAKEHA"	"Man"	"45-49"	"SPEAKER PARLIAMENT"	"BA"	"ENGLISH"	"DGU018"	"KB"	464	2240	"4/4/90 "	""	35	14	"ParliamentaryDebate"
227	"PAKEHA"	"Man"	"45-49"	"SPEAKER PARLIAMENT"	"BA"	"ENGLISH"	"DGU019"	"KB"	191	791	"4/4/90 "	""	35	6	"ParliamentaryDebate"
227	"PAKEHA"	"Man"	"45-49"	"SPEAKER PARLIAMENT"	"BA"	"ENGLISH"	"DGU001"	"KB"	607	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
227	"PAKEHA"	"Man"	"45-49"	"SPEAKER PARLIAMENT"	"BA"	"ENGLISH"	"DGU006"	"KB"	137	1454	"4/4/90 "	""	30	12	"ParliamentaryDebate"
228	"PAKEHA"	"Woman"	"45-49"	"MEMBER OF PARLIAMENT"	"SC"	"ENGLISH"	"DGU002"	"KO"	1855	2053	"4/4/90 "	"QUESTION TIME AND ANSWER"	30	13	"ParliamentaryDebate"
231	"PAKEHA"	"Man"	"35-39"	"MEMBER OF PARLIAMENT"	"MA HONS"	"ENGLISH"	"DGU009"	"PD"	526	597	"11/4/90 "	""	20	4	"ParliamentaryDebate"
231	"PAKEHA"	"Man"	"35-39"	"MEMBER OF PARLIAMENT"	"MA HONS"	"ENGLISH"	"DGU010"	"PD"	1279	2117	"11/4/90 "	""	25	13	"ParliamentaryDebate"
231	"PAKEHA"	"Man"	"35-39"	"MEMBER OF PARLIAMENT"	"MA HONS"	"ENGLISH"	"DGU013"	"PD"	676	701	"11/4/90 "	"PARLIAMENTARY"	0	5	"ParliamentaryDebate"
241	"PAKEHA"	"Man"	"40-44"	"READER UNIVERSITY"	"PHD"	"ENGLISH"	"MST002"	"PW"	2107	2107	"25/6/91 "	"COMPOSER OF WEEK-MOZART"	23	13	"BroadcastMonologue"
250	"PAKEHA"	"Man"	"40-44"	"MEMBER OF PARLIAMENT"	"BA LLB"	"ENGLISH"	"DGU001"	"DC"	530	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
252	"PAKEHA"	"Man"	"90+"	"RETIRED COMPANY DIRECTOR"	""	"ENGLISH"	"DPH005"	"BK"	2053	2053	"20/10/88 "	"WW1"	60	11	"OralHistoryInterview"
253	"PAKEHA"	"Man"	"90+"	"RETIRED OPTOMETRIST"	"DIDN'T GET MATRICULA"	"ENGLISH"	"DPH004"	"GN"	2188	2188	"17/8/88 "	"WW1"	60	21	"OralHistoryInterview"
254	"PAKEHA"	"Man"	"90+"	"RETIRED CARPENTER"	""	"ENGLISH"	"DPH003"	"EB"	2051	2051	"19/7/88 "	"WW1"	60	28	"OralHistoryInterview"
255	"PAKEHA"	"Man"	"85-89"	"RETIRED FARM LABOURER"	""	"ENGLISH"	"DPH001"	"SS"	2478	2478	"25/5/88 "	"WW1"	60	15	"OralHistoryInterview"
258	"PAKEHA"	"Man"	"25-29"	"ACTUARIAL ANALYST"	"BSC"	"ENGLISH"	"DPC012"	"JU"	1008	2051	"14/4/91 "	"2 YOUNG PM (BROTHERS)"	40	21	"Conversation"
259	"PAKEHA"	"Man"	"16-19"	"STUDENT"	"BURSARY"	"ENGLISH"	"DPC012"	"AH"	1043	2051	"14/4/91 "	"2 YOUNG PM (BROTHERS)"	40	21	"Conversation"
259	"PAKEHA"	"Man"	"16-19"	"STUDENT"	"BURSARY"	"ENGLISH"	"DPC123"	"TM"	1096	2069	"25/7/91 "	"CONVERSATION"	20	10	"Conversation"
262	"PAKEHA"	"Woman"	"45-49"	"TEACHER"	"BA"	"ENGLISH"	"DPH015"	"SV"	2057	2057	"27/5/92 "	""	30	16	"OralHistoryInterview"
267	"PAKEHA"	"Woman"	"70-74"	"RETIRED MUSIC TEACHER"	"SECONDARY SCHOOLING"	"ENGLISH"	"DPH018"	"SW"	1633	2416	"2/5/92 "	""	25	15	"OralHistoryInterview"
268	"PAKEHA"	"Woman"	"60-64"	"RETIRED NURSE"	"BA"	"ENGLISH"	"DPH013"	"OL"	1857	2224	"1/5/92 "	""	30	12	"OralHistoryInterview"
270	"PAKEHA"	"Woman"	"55-59"	"REGISTERD NURSE (HOSPICE)"	"LEAVING CERT"	"ENGLISH"	"DPH014"	"SR"	1865	2207	"12/3/92 "	""	60	15	"OralHistoryInterview"
271	"PAKEHA"	"Woman"	"40-44"	"TEACHER"	"SC"	"ENGLISH"	"DPF001"	"WA"	1077	1964	"20/5/92 "	"TELEPHONE ART COURSE"	25	9	"TelephoneConversation"
272	"SAMOAN"	"Woman"	"35-39"	""	"SFC"	"ENGLISH"	"DPF002"	"BP"	1802	2088	"1/6/92 "	"TELEPHONE HOME SCHOOLING"	30	11	"TelephoneConversation"
273	"PAKEHA"	"Woman"	"35-39"	"LECTURER"	"UE"	"ENGLISH"	"MUS008"	"PF"	1514	1517	"1/11/90 "	"WHOLE LANGUAGE LEARNING"	36	16	"TeacherMonologue"
274	"PAKEHA"	"Woman"	"35-39"	"STUDENT SUPPORT PERSON"	"SC, TTC"	"ENGLISH"	"DPF003"	"AW"	1110	2022	"6/6/92 "	"TELEPHONE CHILDREN BURGLARIES"	16	10	"TelephoneConversation"
275	"PAKEHA"	"Woman"	"50-54"	""	"BA"	"ENGLISH"	"DPC111"	"AU"	750	2068	"23/5/92 "	"GENERAL CONVERSATION"	18	10	"Conversation"
276	"PAKEHA"	"Woman"	"50-54"	"SOCIAL WORKER FAMILY THERAPIST"	"BSW HONS"	"ENGLISH"	"DPC111"	"CR"	1193	2068	"23/5/92 "	"GENERAL CONVERSATION"	18	10	"Conversation"
277	"PAKEHA"	"Woman"	"20-24"	""	"BP RM"	"ENGLISH"	"DPC111"	"EL"	125	2068	"23/5/92 "	"GENERAL CONVERSATION"	18	10	"Conversation"
281	"PAKEHA"	"Woman"	"50-54"	""	"BA"	"ENGLISH"	"DPC158"	"CR"	383	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
281	"PAKEHA"	"Woman"	"50-54"	""	"BA"	"ENGLISH"	"DPC077"	"CY"	986	2894	"11/5/92 "	"HOW TO HEAT APPLEJUICE"	40	15	"Conversation"
281	"PAKEHA"	"Woman"	"50-54"	""	"BA"	"ENGLISH"	"DPC161"	"CA"	292	2057	"8/2/93 "	"AFTER LUNCH CONV. WORD ORIGINS"	20	10	"Conversation"
282	"PAKEHA"	"Woman"	"20-24"	"TEACHER"	"DIP TCHG"	"AUSTRALIAN ENGLISH"	"DPC078"	"AS"	1440	2123	"14/5/92 "	"NEXT MORNING'S FLIGHT ETC."	15	15	"Conversation"
283	"PAKEHA"	"Woman"	"20-24"	"SECRETARY"	"UE"	"ENGLISH"	"DPC078"	"MG"	275	2123	"14/5/92 "	"NEXT MORNING'S FLIGHT ETC."	15	15	"Conversation"
284	"PAKEHA"	"Man"	"50-54"	"SOFTWARE CONSULTANT"	"MSC"	"ENGLISH"	"DPC158"	"HP"	12	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
284	"PAKEHA"	"Man"	"50-54"	"SOFTWARE CONSULTANT"	"MSC"	"ENGLISH"	"DPC077"	"MK"	1333	2894	"11/5/92 "	"HOW TO HEAT APPLEJUICE"	40	15	"Conversation"
284	"PAKEHA"	"Man"	"50-54"	"SOFTWARE CONSULTANT"	"MSC"	"ENGLISH"	"DPC161"	"HP"	1064	2057	"8/2/93 "	"AFTER LUNCH CONV. WORD ORIGINS"	20	10	"Conversation"
286	"PAKEHA"	"Woman"	"40-44"	"POLICY ANALYST/RESEARCHER"	"BA"	"ENGLISH"	"DPC080"	"BU"	955	2083	"25/7/92 "	"WAIKANAE BEACH"	30	10	"Conversation"
286	"PAKEHA"	"Woman"	"40-44"	"POLICY ANALYST/RESEARCHER"	"BA"	"ENGLISH"	"DPF023"	"F1"	502	1107	"15/12/92 "	"PRIVATE PHONECALL"	4	4	"TelephoneConversation"
287	"PAKEHA"	"Woman"	"50-54"	"POLICY ANALYST/RESEARCHER"	"PHD"	"ENGLISH"	"DPC080"	"AT"	1128	2083	"25/7/92 "	"WAIKANAE BEACH"	30	10	"Conversation"
324	"PAKEHA"	"Man"	"30-34"	"FREELANCE BROADCAST"	"SC"	"ENGLISH"	"MSN093"	"GW"	989	989	"31/5/91 "	"12 NOON NEWS"	6	6	"BroadcastNews"
325	"MAORI"	"Man"	"55-59"	"BROADCASTER"	""	"ENGLISH"	"MSN031"	"HT"	718	718	"9/11/91 "	"MAORI NEWS ROUND-UP"	4	4	"BroadcastNews"
325	"MAORI"	"Man"	"55-59"	"BROADCASTER"	""	"ENGLISH"	"DGI109"	"IH"	446	2104	"9/11/91 "	""	25	12	"BroadcastInterview"
325	"MAORI"	"Man"	"55-59"	"BROADCASTER"	""	"ENGLISH"	"MSN062"	"HT"	692	692	"4/5/91 "	"NATIONAL RADIO NEWS"	4	4	"BroadcastNews"
325	"MAORI"	"Man"	"55-59"	"BROADCASTER"	""	"ENGLISH"	"MSN174"	"HT"	876	876	"2/11/91 "	"MAORI NEWS"	5	5	"BroadcastNews"
325	"MAORI"	"Man"	"55-59"	"BROADCASTER"	""	"ENGLISH"	"DGI172"	"IH"	426	2708	"11/6/94 "	"MAORI HLTH C'TEE, HLTH RCH CNL"	33	17	"BroadcastInterview"
326	"PAKEHA"	"Woman"	"35-39"	"TV NEWS PRESENTER"	"DIP JOURNALISM"	"ENGLISH"	"MSN187"	"JB"	413	766	"20/8/91 "	"NEWS"	30	5	"BroadcastNews"
327	"PAKEHA"	"Woman"	"20-24"	"TEXTBOOK BUYER"	"B SOCSCI"	"ENGLISH"	"DPC078"	"PP"	408	2123	"14/5/92 "	"NEXT MORNING'S FLIGHT ETC."	15	15	"Conversation"
343	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"BA"	"ENGLISH"	"DGZ078"	"CJ"	149	263	"10/9/94 "	"TATTOO CLIENT GETTING A TATTOO"	6	6	"TransactionsAndMeetings"
409	"COOK ISL/PAKEHA"	"Woman"	"16-19"	"UNI STUDENT"	""	"ENGLISH"	"DPC271"	"HE"	106	2014	"4/10/93 "	"MOTORBIKES, DRUGS, P.D. ETC"	20	12	"Conversation"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSN132"	"DV"	795	941	"17/8/91 "	"9AM NEWS"	5	5	"BroadcastNews"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSN134"	"DV"	783	783	"5/10/91 "	"8.30 AM NEWS"	5	5	"BroadcastNews"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSN109"	"DV"	809	809	"20/7/91 "	"10AM NEWS"	6	6	"BroadcastNews"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSN111"	"DV"	672	672	"3/8/91 "	"11AM NEWS"	4	4	"BroadcastNews"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSW036"	"DV"	122	122	"3/8/91 "	"9AM"	1	1	"BroadcastWeather"
412	"PAKEHA"	"Woman"	"25-29"	"RADIO PRODUCER/NEWSREADER"	"CLOTHING/TEXTILE CERT"	"ENGLISH"	"MSW037"	"DV"	120	120	"3/8/91 "	"11AM"	1	1	"BroadcastWeather"
413	"PAKEHA"	"Woman"	"20-24"	"RADIO ANNOUNCER"	"BROADCASTING CERT"	"ENGLISH"	"MSN037"	"SV"	481	584	"5/5/91 "	"RADIO NEW ZEALAND NEWS"	3	3	"BroadcastNews"
414	"PAKEHA"	"Man"	"35-39"	"METEOROLOGIST"	"MSC"	"ENGLISH"	"MSW004"	"OD"	393	393	"26/4/91 "	"ALL DISTRICTS WEATHER 12:30PM"	3	3	"BroadcastWeather"
